word,embeddings
world,"[-0.021264439448714256, 0.05341600626707077, 0.118309885263443, 0.049305450171232224, 0.013792652636766434, -0.1461910903453827, 0.09376414865255356, 0.45205628871917725, -0.2727799415588379, -0.13583236932754517, -0.052747465670108795, -0.27524328231811523, -0.015467316843569279, 0.06927653402090073, 0.07353225350379944, -0.11089490354061127, 0.04171806573867798, -0.10597865283489227, -0.027603741735219955, -0.290946364402771, 0.10315366089344025, -0.0472957082092762, 0.2613756060600281, 0.07960785180330276, 0.04043833911418915, -0.03137119859457016, -0.24101994931697845, -0.11934647709131241, -0.18041278421878815, 0.00914363469928503, 0.2192496657371521, -0.20336000621318817, 0.1732829511165619, -0.1284330040216446, 0.043800245970487595, 0.22776097059249878, -0.0509783998131752, -0.08422230929136276, -0.20575839281082153, -0.2393908053636551, 0.01631157472729683, -0.15703436732292175, -0.13578788936138153, -0.05056394636631012, -0.05912689492106438, -0.13613535463809967, -0.21636539697647095, -0.031025800853967667, 0.14033228158950806, 0.26094889640808105, 0.0952044278383255, -0.2544245719909668, -0.028104143217206, 0.09164593368768692, -0.04324714094400406, 0.05425937473773956, 0.08719652146100998, -0.02088078297674656, -0.15513429045677185, 0.0444585457444191, 0.08334632217884064, 0.0042249904945492744, 0.03185110166668892, -0.011121380142867565, -0.1693345606327057, 0.2148449569940567, 0.09843645989894867, 0.21103575825691223, -0.23635032773017883, 0.2654608190059662, -0.05982401594519615, 0.18712906539440155, 0.15597379207611084, -0.04432627558708191, 0.1954323649406433, 0.041547201573848724, -0.05490430071949959, 0.0866321474313736, -0.16505570709705353, 0.1538541316986084, -0.042327772825956345, -0.13421767950057983, -0.23652823269367218, 0.1866137534379959, -0.07075641304254532, -0.043242476880550385, 0.0015008458867669106, 0.08373386412858963, 0.09299127757549286, 0.12756116688251495, 0.3264324367046356, -0.059584107249975204, -0.062304671853780746, 0.2013801634311676, 0.3268512785434723, 0.14343290030956268, 0.0009502787725068629, -0.001802600803785026, -0.0581798329949379, -0.17221331596374512]"
game,"[-0.03190174326300621, 0.04231341555714607, 0.11445146054029465, 0.033923979848623276, 0.01658414490520954, -0.15060646831989288, 0.0876280888915062, 0.46155500411987305, -0.2928527891635895, -0.13550731539726257, -0.04287244379520416, -0.2925991714000702, -0.023776564747095108, 0.11174716800451279, 0.0942063257098198, -0.13020436465740204, 0.010296165943145752, -0.12034051865339279, -0.01998758316040039, -0.29251840710639954, 0.10242296755313873, -0.05056821182370186, 0.2664090096950531, 0.07169976830482483, 0.031849995255470276, -0.03310684114694595, -0.2611212730407715, -0.15957441926002502, -0.1720653623342514, 0.006827431730926037, 0.23635657131671906, -0.18725451827049255, 0.16628402471542358, -0.11420603096485138, 0.059991199523210526, 0.2648307681083679, -0.07001139223575592, -0.08694636821746826, -0.22146597504615784, -0.25869712233543396, 0.011059172451496124, -0.17480799555778503, -0.14662601053714752, -0.024089690297842026, -0.07343193143606186, -0.0945933535695076, -0.23521384596824646, -0.04465959221124649, 0.14717109501361847, 0.2809794545173645, 0.12143097072839737, -0.25247541069984436, -0.030383490025997162, 0.12941810488700867, -0.05727424472570419, 0.03591840714216232, 0.10786076635122299, -0.025971250608563423, -0.1619725525379181, 0.04380381852388382, 0.09936241060495377, 0.015999682247638702, 0.03328690305352211, -0.027356410399079323, -0.17713771760463715, 0.2030647248029709, 0.09259004145860672, 0.2201606035232544, -0.24362334609031677, 0.27888619899749756, -0.053646333515644073, 0.20452693104743958, 0.14784224331378937, -0.041500259190797806, 0.20522043108940125, 0.05496996268630028, -0.08073996752500534, 0.09398148208856583, -0.17411522567272186, 0.14784030616283417, -0.03187844529747963, -0.1564953327178955, -0.22622032463550568, 0.15704458951950073, -0.07521434128284454, -0.029914818704128265, -0.01163888443261385, 0.08578556776046753, 0.10544848442077637, 0.1577489674091339, 0.3502306640148163, -0.07190580666065216, -0.06626813858747482, 0.23405571281909943, 0.3534020781517029, 0.15046456456184387, -0.01564422994852066, -0.012168414890766144, -0.06404026597738266, -0.1771918088197708]"
different,"[-0.01521294191479683, 0.07080794125795364, 0.12932278215885162, 0.03108326904475689, 0.006600395310670137, -0.12779846787452698, 0.1011667549610138, 0.4841436743736267, -0.2894189655780792, -0.16348305344581604, -0.04813430458307266, -0.31670597195625305, 0.00055548211093992, 0.07125706225633621, 0.07996346056461334, -0.12172774225473404, 0.0635162889957428, -0.1222238689661026, -0.01047256775200367, -0.31153979897499084, 0.10626880824565887, -0.04495653882622719, 0.26481664180755615, 0.08144643902778625, 0.05072469264268875, -0.031978730112314224, -0.234077587723732, -0.09228668361902237, -0.19394518435001373, 0.014071044512093067, 0.21751469373703003, -0.22801217436790466, 0.2205665558576584, -0.14807063341140747, 0.04903597757220268, 0.24475279450416565, -0.04754049703478813, -0.11371155083179474, -0.2245129942893982, -0.2546258866786957, 0.013995802029967308, -0.15143302083015442, -0.14683261513710022, -0.06737381964921951, -0.05960823968052864, -0.16509340703487396, -0.2396346777677536, -0.057829417288303375, 0.1593225747346878, 0.2779119908809662, 0.0886806845664978, -0.27539604902267456, -0.04678460955619812, 0.07687947899103165, -0.034585870802402496, 0.049304112792015076, 0.07997942715883255, -0.020777061581611633, -0.14817221462726593, 0.035982295870780945, 0.10630939155817032, 0.0036064835730940104, 0.028782762587070465, 0.017060184851288795, -0.17451995611190796, 0.26668646931648254, 0.11791170388460159, 0.21674098074436188, -0.2543385922908783, 0.27428629994392395, -0.05249693989753723, 0.22599679231643677, 0.18907548487186432, -0.04882984608411789, 0.2338373363018036, 0.06331377476453781, -0.033783141523599625, 0.08419531583786011, -0.1566220372915268, 0.17484065890312195, -0.04475392401218414, -0.13627301156520844, -0.2443690001964569, 0.23710457980632782, -0.08787418901920319, -0.03305327892303467, 0.03202774375677109, 0.08792898803949356, 0.11309768259525299, 0.14518727362155914, 0.35183918476104736, -0.06371798366308212, -0.05992230027914047, 0.200847789645195, 0.3460163474082947, 0.14906752109527588, 0.00963345356285572, 0.004987066145986319, -0.05685613676905632, -0.16671590507030487]"
cup,"[-0.05364486575126648, 0.04119985178112984, 0.10826829075813293, 0.0062467483803629875, 0.005859781987965107, -0.12589500844478607, 0.06682845205068588, 0.36869168281555176, -0.21273349225521088, -0.12998631596565247, -0.05336899310350418, -0.2761896252632141, -0.03245920315384865, 0.08480503410100937, 0.0788443386554718, -0.09461942315101624, -0.01596803218126297, -0.10679852217435837, 0.022675318643450737, -0.21150219440460205, 0.06988219916820526, -0.06889741867780685, 0.20462945103645325, 0.0833340585231781, 0.05395302176475525, -0.03222446143627167, -0.21500426530838013, -0.13970446586608887, -0.1297236829996109, -0.00043882321915589273, 0.19876499474048615, -0.1621381789445877, 0.13392247259616852, -0.08626214414834976, 0.0693301409482956, 0.198914036154747, -0.06482703238725662, -0.1319340318441391, -0.17851097881793976, -0.24603599309921265, 0.02348625846207142, -0.14663630723953247, -0.10165967047214508, -0.020517623052001, -0.0651448518037796, -0.09553637355566025, -0.22829166054725647, -0.023106152191758156, 0.12421485781669617, 0.26062706112861633, 0.09642250835895538, -0.2477758526802063, -0.028078386560082436, 0.08990630507469177, -0.049226172268390656, 0.05167609080672264, 0.07987417280673981, -0.021206699311733246, -0.15521110594272614, 0.008819714188575745, 0.06110726296901703, 0.021165842190384865, -0.03147218003869057, -0.010755915194749832, -0.18217545747756958, 0.16911925375461578, 0.10554730147123337, 0.17885246872901917, -0.18167129158973694, 0.24890433251857758, -0.07539909332990646, 0.18961311876773834, 0.15265899896621704, -0.07471419125795364, 0.19109486043453217, 0.07155561447143555, -0.042922716587781906, 0.06059296801686287, -0.1506424844264984, 0.1383729726076126, -0.010377585887908936, -0.13655896484851837, -0.18297626078128815, 0.15108658373355865, -0.03878790885210037, -0.011232682503759861, -0.03191642090678215, 0.07549171894788742, 0.07713703066110611, 0.13508504629135132, 0.29617244005203247, -0.0686495453119278, -0.05832966789603233, 0.19902126491069794, 0.2978513538837433, 0.1514444649219513, -0.0032817646861076355, -0.019617486745119095, -0.017505794763565063, -0.13873551785945892]"
players,"[-0.05472059175372124, 0.026402059942483902, 0.1207253634929657, 0.026361441239714622, 0.015531475655734539, -0.11197420209646225, 0.06328906863927841, 0.37661460041999817, -0.2219746708869934, -0.12443959712982178, -0.052306003868579865, -0.2588123381137848, -0.02735506370663643, 0.0969829335808754, 0.060788121074438095, -0.10370858013629913, -0.011647026985883713, -0.10850413143634796, 0.0003874886024277657, -0.21929264068603516, 0.06885809451341629, -0.06095394119620323, 0.2114103138446808, 0.0765247792005539, 0.03455539047718048, -0.03905942663550377, -0.21363066136837006, -0.1348240226507187, -0.13197116553783417, -0.002587702823802829, 0.2055903822183609, -0.15956971049308777, 0.13915495574474335, -0.08241508901119232, 0.06423243135213852, 0.1966012567281723, -0.05850497633218765, -0.10933659970760345, -0.18380092084407806, -0.22758449614048004, 0.019655214622616768, -0.1486041396856308, -0.10826322436332703, -0.021579576656222343, -0.06730014830827713, -0.09271356463432312, -0.22479155659675598, -0.01826576702296734, 0.12175742536783218, 0.24354895949363708, 0.10423660278320312, -0.23859527707099915, -0.01662313938140869, 0.08014532923698425, -0.06066064536571503, 0.05480575188994408, 0.0799756646156311, -0.02093897946178913, -0.1504422277212143, 0.022646000608801842, 0.07234679162502289, 0.03262413293123245, -0.00629129633307457, -0.005778023041784763, -0.15784063935279846, 0.16566869616508484, 0.09545943886041641, 0.17417465150356293, -0.19559037685394287, 0.23305851221084595, -0.06378363817930222, 0.17966048419475555, 0.14134328067302704, -0.06267574429512024, 0.191621333360672, 0.05566705763339996, -0.04657677188515663, 0.06497114896774292, -0.14853507280349731, 0.14204442501068115, -0.017659015953540802, -0.12525559961795807, -0.18282954394817352, 0.15008893609046936, -0.05397271364927292, -0.02416812628507614, -0.03171113505959511, 0.07794000953435898, 0.07663450390100479, 0.12981273233890533, 0.29508519172668457, -0.054952822625637054, -0.06186947599053383, 0.1885780692100525, 0.29435068368911743, 0.13972418010234833, 0.008977947756648064, -0.02007106877863407, -0.02275773137807846, -0.15261191129684448]"
cricket,"[-0.025991041213274002, 0.02099575288593769, 0.048678986728191376, -2.712847344810143e-05, 0.009067656472325325, -0.049085088074207306, 0.02688264474272728, 0.16577531397342682, -0.10544764995574951, -0.04730766639113426, -0.03529759496450424, -0.12800298631191254, -0.010069088079035282, 0.032216429710388184, 0.024143537506461143, -0.049390241503715515, -0.0015965874772518873, -0.03785550594329834, 0.018139690160751343, -0.10282239317893982, 0.04471341893076897, -0.0325830914080143, 0.08626993745565414, 0.036784522235393524, 0.016136620193719864, -0.015264048241078854, -0.09101212024688721, -0.06300611793994904, -0.07114896178245544, -0.009603630751371384, 0.08956355601549149, -0.07241792976856232, 0.06300266832113266, -0.03908088430762291, 0.03674231469631195, 0.08428657054901123, -0.030300328508019447, -0.06473793089389801, -0.0834435448050499, -0.10978010296821594, -0.0028409757651388645, -0.07245547324419022, -0.043833013623952866, -0.00016268715262413025, -0.03543906658887863, -0.05642837658524513, -0.09873353689908981, -0.015350018627941608, 0.05671108886599541, 0.11093055456876755, 0.04234397038817406, -0.12330688536167145, -0.0017425124533474445, 0.043513551354408264, -0.024903474375605583, 0.027935978025197983, 0.03175419941544533, -0.017890162765979767, -0.07041965425014496, 0.009195939637720585, 0.028289468958973885, 0.017536144703626633, -0.0247014332562685, -0.00552008580416441, -0.08152510970830917, 0.07845176756381989, 0.04785812646150589, 0.08281876146793365, -0.08785635977983475, 0.10182516276836395, -0.03945227712392807, 0.07952548563480377, 0.06933221220970154, -0.037864916026592255, 0.08248267322778702, 0.032609857618808746, -0.010425632819533348, 0.02834916301071644, -0.0673879086971283, 0.06631913781166077, 0.0004716012626886368, -0.05733618512749672, -0.08589568734169006, 0.08634461462497711, -0.015737880021333694, -0.00879940576851368, -0.008004785515367985, 0.03156149387359619, 0.02549377828836441, 0.05279439315199852, 0.12625598907470703, -0.01942499354481697, -0.037211824208498, 0.08390189707279205, 0.12752437591552734, 0.06291265040636063, 0.0012670019641518593, -0.006411263253539801, -0.01662108488380909, -0.056027479469776154]"
countries,"[-0.04938426986336708, 0.02289828471839428, 0.0834738090634346, 0.013281361199915409, -0.0034557650797069073, -0.07147525250911713, 0.045587748289108276, 0.23558232188224792, -0.14600758254528046, -0.08241009712219238, -0.038679372519254684, -0.17262664437294006, -0.021927332505583763, 0.05851979926228523, 0.04498071223497391, -0.06975504755973816, -0.0016282785218209028, -0.07148589938879013, 0.023965561762452126, -0.1299019604921341, 0.04306735843420029, -0.03646395355463028, 0.1345885843038559, 0.07348388433456421, 0.029028955847024918, -0.01958599127829075, -0.1316271871328354, -0.08328242599964142, -0.0904100090265274, 0.0003665908006951213, 0.12498042732477188, -0.09463941305875778, 0.0826931744813919, -0.05539834126830101, 0.05288311839103699, 0.11093447357416153, -0.05774015933275223, -0.10054804384708405, -0.12890419363975525, -0.16674655675888062, 0.015713034197688103, -0.09237777441740036, -0.07467221468687057, -0.01992988772690296, -0.04372086748480797, -0.08577024191617966, -0.14845460653305054, -0.021647224202752113, 0.08733437210321426, 0.16519951820373535, 0.058145973831415176, -0.172452911734581, -0.015120847150683403, 0.055427540093660355, -0.03703862056136131, 0.04036670923233032, 0.039917510002851486, -0.013006521388888359, -0.09364672750234604, -0.004781953990459442, 0.04789232835173607, 0.022556785494089127, -0.03758363798260689, -0.01799447275698185, -0.12720303237438202, 0.12098734080791473, 0.08528225123882294, 0.11098737269639969, -0.12019562721252441, 0.16652177274227142, -0.03813031688332558, 0.11753939092159271, 0.11322799324989319, -0.04209750518202782, 0.11534663289785385, 0.054453685879707336, -0.024974359199404716, 0.018096258863806725, -0.10811027139425278, 0.10193729400634766, -0.010980966500937939, -0.0889294296503067, -0.12759089469909668, 0.12013497203588486, -0.016357330605387688, -0.017272096127271652, -0.015808282420039177, 0.054735101759433746, 0.04112880676984787, 0.08932285755872726, 0.18779432773590088, -0.03960621356964111, -0.04103300720453262, 0.12946189939975739, 0.19950829446315765, 0.10632883757352829, 0.00957451481372118, -0.007654681336134672, -0.01651686243712902, -0.09586405754089355]"
event,"[-0.014754731208086014, 0.009703021496534348, 0.04871418699622154, 0.014031196013092995, -0.005955751519650221, -0.04511198773980141, 0.021728910505771637, 0.12509888410568237, -0.0778445228934288, -0.05163310468196869, -0.022270001471042633, -0.10465802252292633, -0.00920839887112379, 0.029651856049895287, 0.022199060767889023, -0.04280434176325798, -0.0026094787754118443, -0.028827134519815445, 0.0017247966025024652, -0.08146896213293076, 0.03301428630948067, -0.026815343648195267, 0.08103799819946289, 0.026767272502183914, 0.01122299861162901, -0.004067341797053814, -0.06797574460506439, -0.036815449595451355, -0.05102353170514107, -0.0013427798403427005, 0.06513456255197525, -0.05986129492521286, 0.046336498111486435, -0.031370166689157486, 0.018957803025841713, 0.05372031405568123, -0.027440469712018967, -0.05234827473759651, -0.05818762630224228, -0.09293078631162643, 0.00723603880032897, -0.05363523215055466, -0.02946014329791069, -0.013815732672810555, -0.028775684535503387, -0.04753042012453079, -0.084370918571949, -0.019685395061969757, 0.04920118674635887, 0.08333232998847961, 0.03841432183980942, -0.08646750450134277, -0.01509511936455965, 0.03313266485929489, -0.017205530777573586, 0.03227578476071358, 0.027688996866345406, -0.010761278681457043, -0.047173626720905304, 0.004719153046607971, 0.019700486212968826, 0.009301639162003994, -0.015249747782945633, -0.008094453252851963, -0.060514822602272034, 0.05367834120988846, 0.03399099037051201, 0.06293006241321564, -0.076065793633461, 0.09468217194080353, -0.017575738951563835, 0.06708604842424393, 0.05355066806077957, -0.03317338600754738, 0.06706936657428741, 0.02055659331381321, -0.010482232086360455, 0.006034718360751867, -0.05730486288666725, 0.045679859817028046, -0.012803358025848866, -0.04445400834083557, -0.06373316794633865, 0.06798147410154343, -0.016682101413607597, -0.013088659383356571, -0.013338947668671608, 0.02060622349381447, 0.015776727348566055, 0.03376327455043793, 0.09747878462076187, -0.02534591592848301, -0.012715810909867287, 0.07216495275497437, 0.10933053493499756, 0.05239804834127426, 0.004862319212406874, -0.01396047044545412, -0.010735299438238144, -0.04545583575963974]"
sports,"[-0.019131029024720192, 0.0036578322760760784, 0.04292980581521988, -8.433865150436759e-05, -0.001348675461485982, -0.038068611174821854, 0.021562617272138596, 0.1156034767627716, -0.07534784823656082, -0.046131860464811325, -0.011197327636182308, -0.09024617820978165, -0.017656469717621803, 0.029083015397191048, 0.0131576769053936, -0.020792342722415924, 0.006016316823661327, -0.039667632430791855, -0.00039236719021573663, -0.06798342615365982, 0.015096751973032951, -0.013603568077087402, 0.059455711394548416, 0.03433617949485779, 0.019155509769916534, -0.01798086240887642, -0.06976316124200821, -0.03116077184677124, -0.038471851497888565, -0.003296707523986697, 0.06798559427261353, -0.0404428131878376, 0.034140318632125854, -0.030239462852478027, 0.028778068721294403, 0.05326346307992935, -0.02530159242451191, -0.03725796937942505, -0.06196695193648338, -0.07710336893796921, 0.008292365819215775, -0.04916467145085335, -0.02795894257724285, 0.002824100898578763, -0.017148565500974655, -0.04258629307150841, -0.06120590493083, -0.01548830233514309, 0.03479597717523575, 0.06801693886518478, 0.02908782847225666, -0.0876055434346199, 0.0031288471072912216, 0.031229998916387558, -0.0066656386479735374, 0.009835132397711277, 0.012676633894443512, -0.008424786850810051, -0.04331662505865097, -0.003944003488868475, 0.023470401763916016, -0.0018051385413855314, -0.020254265516996384, -0.010408335365355015, -0.044088076800107956, 0.0569797046482563, 0.04254811629652977, 0.04736888408660889, -0.05934317409992218, 0.06679125875234604, -0.01597895845770836, 0.0637744665145874, 0.05269746109843254, -0.028269149363040924, 0.06069352477788925, 0.0182627085596323, -0.014132188633084297, 0.012139508500695229, -0.043467529118061066, 0.04983990266919136, 0.0018883043667301536, -0.041605401784181595, -0.06006202846765518, 0.0477389432489872, -0.02140875719487667, 0.0025463979691267014, -0.012608696706593037, 0.015352476388216019, 0.02776309661567211, 0.03164927288889885, 0.08923456817865372, -0.021878642961382866, -0.014626600779592991, 0.04949692636728287, 0.09294191747903824, 0.037297625094652176, 0.004378213081508875, -0.0044733271934092045, -0.002332153497263789, -0.034048352390527725]"
major,"[-0.033023901283741, 0.009114347398281097, 0.04200873151421547, 0.009883013553917408, 0.012432646006345749, -0.05042002722620964, 0.015455374494194984, 0.14604470133781433, -0.09164353460073471, -0.0574742816388607, -0.020860206335783005, -0.11467260122299194, -0.005322358570992947, 0.03726048767566681, 0.022495821118354797, -0.0404665544629097, -0.006358069367706776, -0.05038192868232727, 0.006627972237765789, -0.08766061067581177, 0.042660728096961975, -0.030419714748859406, 0.08725709468126297, 0.04108453541994095, 0.023453908041119576, -0.01313963532447815, -0.08868471533060074, -0.05281444266438484, -0.04896550625562668, 0.004872297868132591, 0.08776915818452835, -0.07177664339542389, 0.05115791782736778, -0.021860569715499878, 0.03341525420546532, 0.07231249660253525, -0.03514350950717926, -0.06463390588760376, -0.0677952989935875, -0.11246812343597412, 0.016552025452256203, -0.06288790702819824, -0.03526635840535164, -0.0011586938053369522, -0.021894998848438263, -0.05027931556105614, -0.10595369338989258, -0.011925746686756611, 0.04212494194507599, 0.11266366392374039, 0.04676751047372818, -0.1045808345079422, -0.013968166895210743, 0.030641186982393265, -0.032155416905879974, 0.0359332449734211, 0.035739075392484665, -0.021023301407694817, -0.0593172162771225, 0.010972270742058754, 0.033190518617630005, 0.020502204075455666, -0.01569027453660965, -0.014816519804298878, -0.07461812347173691, 0.06572619080543518, 0.05929458513855934, 0.08388934284448624, -0.08158882707357407, 0.09836073964834213, -0.036320220679044724, 0.07664679735898972, 0.0743597149848938, -0.03522636368870735, 0.07162722200155258, 0.025269629433751106, -0.02556285820901394, 0.013668267987668514, -0.0742005780339241, 0.069366455078125, 0.0013930717250332236, -0.06494112312793732, -0.07287110388278961, 0.0713738277554512, -0.0164311733096838, -0.015996331349015236, -0.02437702566385269, 0.027966497465968132, 0.016915608197450638, 0.05290289223194122, 0.12376053631305695, -0.02004750818014145, -0.02955026365816593, 0.08120796084403992, 0.12495580315589905, 0.06266786903142929, 0.008343716152012348, -0.018252326175570488, -0.009435035288333893, -0.051901720464229584]"
final,"[-0.017062386497855186, 0.014537503011524677, 0.03163193166255951, 0.00959743931889534, 0.0031567267142236233, -0.032201334834098816, 0.015447205863893032, 0.10694703459739685, -0.06808814406394958, -0.04066188633441925, -0.02701287344098091, -0.08793948590755463, -0.0004667264292947948, 0.0345059409737587, 0.011956150643527508, -0.04027033969759941, -0.007252687122672796, -0.02424510009586811, 0.014263476245105267, -0.07388922572135925, 0.025156443938612938, -0.01913706213235855, 0.07217629998922348, 0.035606708377599716, 0.01631060056388378, -0.004577138461172581, -0.07121399790048599, -0.03556064888834953, -0.034594133496284485, 0.009190845303237438, 0.05306115001440048, -0.04214777052402496, 0.033416666090488434, -0.03226089850068092, 0.01780538633465767, 0.063434898853302, -0.025168772786855698, -0.04413677752017975, -0.060941409319639206, -0.0726008340716362, 0.008258754387497902, -0.055315326899290085, -0.026337992399930954, 0.0046560754999518394, -0.01526658609509468, -0.033202189952135086, -0.06466493755578995, -0.00033213369897566736, 0.031591542065143585, 0.07234986871480942, 0.02947361208498478, -0.07180778682231903, -0.001000597607344389, 0.019359009340405464, -0.01024382933974266, 0.016460387036204338, 0.0263834148645401, -0.017526570707559586, -0.0461602509021759, 0.0021999473683536053, 0.024477174505591393, 0.010012554936110973, -0.020878618583083153, -0.0031142625957727432, -0.04920601472258568, 0.05734369531273842, 0.03277232497930527, 0.052775464951992035, -0.05365420877933502, 0.083167664706707, -0.02465909533202648, 0.06274286657571793, 0.05510270968079567, -0.02981441840529442, 0.05422733724117279, 0.016938621178269386, -0.004935283213853836, 0.02231236733496189, -0.05149639770388603, 0.036570169031620026, -0.00963209941983223, -0.03682117909193039, -0.06396165490150452, 0.04625990614295006, -0.013483680784702301, -0.004791395738720894, -0.006261334754526615, 0.029716292396187782, 0.025313489139080048, 0.03833196312189102, 0.0993013083934784, -0.010134773328900337, -0.02715662494301796, 0.05275992304086685, 0.10056106746196747, 0.04297221451997757, -0.0007293738890439272, -0.011852661147713661, -0.012636207044124603, -0.05247674509882927]"
tournament,"[-0.014872336760163307, 0.0166429802775383, 0.033324696123600006, 0.004021348897367716, 0.0054578473791480064, -0.03573666885495186, 0.007930900901556015, 0.08736708015203476, -0.05381082743406296, -0.029403284192085266, -0.014664032496511936, -0.06214149296283722, -0.013938196003437042, 0.02304767444729805, 0.0204502921551466, -0.015705810859799385, -0.005978951696306467, -0.013315637595951557, -0.0021841051056981087, -0.04013372212648392, 0.019787531346082687, -0.006000098772346973, 0.04046826437115669, 0.01745760813355446, 0.011021982878446579, -0.00978241115808487, -0.047210097312927246, -0.027072321623563766, -0.023349368944764137, -0.0016799320001155138, 0.04493549466133118, -0.041735462844371796, 0.029056791216135025, -0.020642274990677834, 0.00685752322897315, 0.03164644166827202, -0.011570174247026443, -0.029256468638777733, -0.034179914742708206, -0.05980571359395981, -0.0016876223962754011, -0.029940977692604065, -0.02383204735815525, -0.00760032469406724, -0.010364756919443607, -0.031849633902311325, -0.055364012718200684, -0.00147666793782264, 0.025987934321165085, 0.060103435069322586, 0.027878539636731148, -0.06357187777757645, -0.0007604960701428354, 0.01275352481752634, -0.01850527711212635, 0.01785428076982498, 0.01154868770390749, -0.008443052880465984, -0.041882291436195374, -0.0007543717510998249, 0.017621910199522972, 0.007719766814261675, -0.021529246121644974, -0.009087423793971539, -0.0393313430249691, 0.028521563857793808, 0.02966979891061783, 0.0362236462533474, -0.039806295186281204, 0.060394808650016785, -0.02178890071809292, 0.0377449169754982, 0.04138214513659477, -0.02679067850112915, 0.041069041937589645, 0.026953894644975662, -0.015304121188819408, 0.001887833932414651, -0.026519304141402245, 0.030572809278964996, -0.005071504041552544, -0.023068640381097794, -0.04479450359940529, 0.03527841344475746, -0.005741892382502556, 0.00021367271256167442, 0.00013756268890574574, 0.019815189763903618, 0.011400225572288036, 0.036103956401348114, 0.06403596699237823, -0.00551599683240056, -0.008497062139213085, 0.0361318401992321, 0.06406695395708084, 0.036774907261133194, 0.012368889525532722, -0.012629399076104164, -0.0016389222582802176, -0.029316384345293045]"
match,"[-0.021280666813254356, 0.009680410847067833, 0.03513137996196747, -0.0009720520465634763, 0.009858688339591026, -0.04527401551604271, 0.03113803267478943, 0.13013267517089844, -0.0838630273938179, -0.05134506896138191, -0.023326093330979347, -0.11417843401432037, -0.02077099308371544, 0.04438747838139534, 0.03638488054275513, -0.03885013237595558, 0.004837801214307547, -0.037073101848363876, 0.012234135530889034, -0.07989829033613205, 0.026115478947758675, -0.019884582608938217, 0.07351445406675339, 0.033978287130594254, 0.015486359596252441, -0.010439072735607624, -0.08242926746606827, -0.05860939621925354, -0.06310413777828217, -0.004283558111637831, 0.07369329780340195, -0.0594346784055233, 0.04149593040347099, -0.024234920740127563, 0.027998391538858414, 0.08230693638324738, -0.03639037162065506, -0.06091933697462082, -0.07539576292037964, -0.0986933708190918, -0.0035485976841300726, -0.0673023909330368, -0.03895971179008484, -0.012450718320906162, -0.019549541175365448, -0.03731505200266838, -0.0940559059381485, -0.0032722456380724907, 0.0378403514623642, 0.09261070936918259, 0.031053829938173294, -0.1030527651309967, -0.016563374549150467, 0.04198245331645012, -0.023204466328024864, 0.015447117388248444, 0.028560150414705276, -0.015073527581989765, -0.05838166922330856, 0.006839353125542402, 0.034907300025224686, 0.02041173353791237, -0.014025484211742878, -0.004114724695682526, -0.05994509160518646, 0.0703287199139595, 0.04977140203118324, 0.06897500902414322, -0.08119332045316696, 0.1028938814997673, -0.029242290183901787, 0.08082621544599533, 0.06512482464313507, -0.036603137850761414, 0.06327249854803085, 0.036763086915016174, -0.02549392357468605, 0.014121289364993572, -0.06983359903097153, 0.06533320993185043, -0.009347419254481792, -0.05907157436013222, -0.07737750560045242, 0.06590402871370316, -0.01632668264210224, -0.01303480751812458, -0.015541053377091885, 0.029947590082883835, 0.019242003560066223, 0.04620127007365227, 0.12542003393173218, -0.030423514544963837, -0.025981782004237175, 0.07409857213497162, 0.1155439168214798, 0.05733620747923851, 0.01015720795840025, -0.007930456660687923, -0.0056625488214194775, -0.048833757638931274]"
