word,embeddings
world,"[-0.03939992934465408, 0.12279003113508224, 0.09330638498067856, 0.07779738306999207, 0.023108087480068207, -0.1930561363697052, 0.12084788084030151, 0.31892722845077515, -0.15672223269939423, -0.14966697990894318, -0.05139552429318428, -0.25537174940109253, -0.028701452538371086, 0.07586147636175156, 0.004010917153209448, -0.1519482135772705, 0.015779215842485428, -0.0824364721775055, -0.03824096545577049, -0.24182972311973572, 0.057903606444597244, -0.03606272116303444, 0.17108967900276184, -0.01395384781062603, 0.0006687837303616107, -0.012578177265822887, -0.14019474387168884, -0.017590023577213287, -0.12127085775136948, -0.013968816958367825, 0.1373784840106964, -0.0726306140422821, 0.08915427327156067, -0.027606112882494926, -0.028556648641824722, 0.14558956027030945, -0.003612522268667817, -0.07558679580688477, -0.12767590582370758, -0.21165966987609863, -0.028635356575250626, -0.15384402871131897, -0.03207750618457794, 0.042122095823287964, 0.0035532377660274506, -0.11488641053438187, -0.13265982270240784, -0.053266193717718124, 0.11982305347919464, 0.2045402079820633, 0.06859567016363144, -0.17482411861419678, 0.006730259861797094, 0.04899527132511139, -0.06537765264511108, 0.09811211377382278, 0.10573107749223709, -0.00785383116453886, -0.11881144344806671, -0.028411172330379486, 0.03364241123199463, 0.006592839490622282, 0.010680174455046654, -0.06199808418750763, -0.13714201748371124, 0.2243284285068512, 0.07544466853141785, 0.16266322135925293, -0.18567335605621338, 0.14341649413108826, -0.05809393897652626, 0.17513960599899292, 0.2171219289302826, -0.027692554518580437, 0.16653446853160858, 0.08731277287006378, 0.006343836896121502, -0.022234706208109856, -0.14311467111110687, 0.054266877472400665, -0.0981585681438446, -0.008513049222528934, -0.206791952252388, 0.1151934340596199, -0.006692858412861824, -0.09864585846662521, 0.024751339107751846, 0.03487173840403557, 0.07948708534240723, 0.12236686795949936, 0.1956108957529068, 0.02813664637506008, -0.04221165552735329, 0.12074044346809387, 0.2578490078449249, 0.11739858984947205, 0.06272067129611969, -0.026059266179800034, 0.035197123885154724, -0.1001364216208458]"
game,"[-0.0320536270737648, 0.08551640808582306, 0.058184489607810974, 0.04652826860547066, 0.01846187934279442, -0.14468877017498016, 0.08830641210079193, 0.23979167640209198, -0.12481099367141724, -0.10757514089345932, -0.03733458369970322, -0.18911324441432953, -0.025806626304984093, 0.06674335896968842, 0.01219779159873724, -0.114789679646492, 0.011021792888641357, -0.06076040118932724, -0.02960103005170822, -0.17888493835926056, 0.05312057211995125, -0.01991630159318447, 0.1300147920846939, -0.021307282149791718, -0.011643967591226101, -0.007625353056937456, -0.09859169274568558, -0.008024892769753933, -0.09239893406629562, -0.001678186934441328, 0.10159993171691895, -0.04303411766886711, 0.07057773321866989, -0.014451781287789345, -0.019312003627419472, 0.11821397393941879, -0.006344408728182316, -0.054986320436000824, -0.10085172951221466, -0.15444013476371765, -0.024386322125792503, -0.11722484230995178, -0.027552228420972824, 0.04596985504031181, -0.0003090497921220958, -0.06718479096889496, -0.10044056177139282, -0.05678322911262512, 0.09844592958688736, 0.15357081592082977, 0.04941217228770256, -0.12371297925710678, -8.850504673318937e-05, 0.04381951317191124, -0.046397656202316284, 0.05485615134239197, 0.07813221961259842, -0.012004582211375237, -0.0798669159412384, -0.015653185546398163, 0.03828351944684982, 0.001620981376618147, 0.014116566628217697, -0.04867817461490631, -0.0993381142616272, 0.17442630231380463, 0.045332737267017365, 0.12484373897314072, -0.1372600644826889, 0.10596855729818344, -0.034451890736818314, 0.13012072443962097, 0.15360069274902344, -0.020147016271948814, 0.119265116751194, 0.06540609896183014, 0.010085521265864372, -0.022410957142710686, -0.0947599709033966, 0.03896649181842804, -0.07062073051929474, -0.011626463383436203, -0.15343214571475983, 0.07778714597225189, -0.010475026443600655, -0.06701808422803879, 0.02451915852725506, 0.021036740392446518, 0.06779254972934723, 0.10036800801753998, 0.14277486503124237, 0.01851622201502323, -0.02380797639489174, 0.09461047500371933, 0.19597865641117096, 0.08660721778869629, 0.036088768392801285, -0.018309393897652626, 0.019416997209191322, -0.06191421300172806]"
different,"[-0.03003915399312973, 0.10748668015003204, 0.08296523243188858, 0.055695485323667526, 0.023665299639105797, -0.15692809224128723, 0.10338492691516876, 0.27688559889793396, -0.14586316049098969, -0.13872240483760834, -0.04038397595286369, -0.23861245810985565, -0.01655065454542637, 0.0782962292432785, 0.009118860587477684, -0.14346736669540405, 0.013869643211364746, -0.08933507651090622, -0.018769504502415657, -0.20508119463920593, 0.04627072811126709, -0.03000432625412941, 0.1421319991350174, -0.019426254555583, -0.0004965061089023948, -0.014758544974029064, -0.11902525275945663, -0.009001621045172215, -0.10213977843523026, -0.020552050322294235, 0.1313244253396988, -0.06283649057149887, 0.08944156765937805, -0.022481879219412804, -0.011751966550946236, 0.1441432237625122, -0.004323845729231834, -0.07467783242464066, -0.11158484220504761, -0.18790718913078308, -0.023843761533498764, -0.12632744014263153, -0.03709783777594566, 0.03507109358906746, -0.0013757144333794713, -0.09125420451164246, -0.12982557713985443, -0.060210540890693665, 0.1083940863609314, 0.1864016056060791, 0.0693325623869896, -0.15138733386993408, 0.00554887717589736, 0.045841775834560394, -0.049345292150974274, 0.07543417066335678, 0.09618941694498062, -0.00027638094616122544, -0.09383724629878998, -0.026809846982359886, 0.03751848265528679, 0.00966215692460537, 0.0030182236805558205, -0.04724223166704178, -0.11825887858867645, 0.1989651918411255, 0.07298431545495987, 0.13282454013824463, -0.15963038802146912, 0.12159590423107147, -0.045595068484544754, 0.17193129658699036, 0.1976388841867447, -0.02817017212510109, 0.16413567960262299, 0.07837307453155518, 0.006015389692038298, -0.01930827461183071, -0.115326426923275, 0.049084942787885666, -0.08383507281541824, -0.0023501079995185137, -0.1687851995229721, 0.1086692214012146, -0.02019532211124897, -0.08046895265579224, 0.02949557453393936, 0.02924368530511856, 0.07376345992088318, 0.12078530341386795, 0.1832488626241684, 0.020088190212845802, -0.032699476927518845, 0.10919664800167084, 0.23306775093078613, 0.09530017524957657, 0.059447817504405975, -0.02063271403312683, 0.035563092678785324, -0.07686320692300797]"
cup,"[-0.014523664489388466, 0.06301436573266983, 0.04221592843532562, 0.030364809557795525, 0.01240983884781599, -0.10541368275880814, 0.07361643016338348, 0.17396390438079834, -0.07545433193445206, -0.0920756533741951, -0.028441840782761574, -0.1471341848373413, -0.017587006092071533, 0.039794083684682846, 0.013939745724201202, -0.07470445334911346, -0.006253939587622881, -0.04553991183638573, -0.009756509214639664, -0.12245308607816696, 0.022690530866384506, -0.026535775512456894, 0.08700321614742279, -0.01632952317595482, 0.0043436684645712376, -0.00040355275268666446, -0.07369105517864227, -0.013367668725550175, -0.05464499071240425, -0.004152222070842981, 0.07256137579679489, -0.04046948626637459, 0.05676509812474251, -0.020460309460759163, -0.014715729281306267, 0.0872366726398468, 0.0033856434747576714, -0.047046538442373276, -0.06619307398796082, -0.11462707817554474, -0.0058299945667386055, -0.07747045904397964, -0.01145893894135952, 0.026519611477851868, -0.0027423971332609653, -0.04995477572083473, -0.0810280293226242, -0.02983097732067108, 0.06956899166107178, 0.12147509306669235, 0.03480754420161247, -0.08823230862617493, -0.009014258161187172, 0.026354920119047165, -0.03276369720697403, 0.03831443935632706, 0.05744290351867676, -0.00211011222563684, -0.0606059804558754, -0.025771958753466606, 0.01372476015239954, 0.002102262107655406, 0.003890209598466754, -0.026699542999267578, -0.08432697504758835, 0.12538965046405792, 0.03758919611573219, 0.08810202032327652, -0.08988887071609497, 0.0874408632516861, -0.03607134893536568, 0.10710904002189636, 0.11636810749769211, -0.022901879623532295, 0.09784886240959167, 0.052804216742515564, 0.01509310957044363, -0.013187475502490997, -0.0668071061372757, 0.024119656533002853, -0.048636339604854584, -0.008826781064271927, -0.1063743606209755, 0.05391450971364975, 0.00029034234466962516, -0.040318138897418976, 0.018763352185487747, 0.012871235609054565, 0.054408688098192215, 0.07915646582841873, 0.10156284272670746, 0.005533856805413961, -0.011350293643772602, 0.06954549998044968, 0.14194411039352417, 0.06916216015815735, 0.026627959683537483, -0.014665348455309868, 0.02775527350604534, -0.044620100408792496]"
players,"[-0.014566147699952126, 0.023839283734560013, 0.035865362733602524, 0.028340741991996765, 0.011380087584257126, -0.04796898737549782, 0.03462275490164757, 0.09975799173116684, -0.04377628490328789, -0.05118073523044586, -0.018143432214856148, -0.07178432494401932, -0.01021023653447628, 0.03359983116388321, -0.006074708420783281, -0.04482254758477211, -0.007961085997521877, -0.029509618878364563, -0.015879375860095024, -0.06690222024917603, 0.009861394762992859, -0.013161485083401203, 0.05337242782115936, -0.010274079628288746, -0.009442341513931751, -0.004364968277513981, -0.03688336908817291, -0.0053917099721729755, -0.029216540977358818, -0.00408260989934206, 0.0473371297121048, -0.01980915665626526, 0.034951720386743546, -0.00193004310131073, -0.005448366515338421, 0.0433792881667614, 0.004249019548296928, -0.024229828268289566, -0.04394078627228737, -0.059055037796497345, -0.0034056929871439934, -0.04652918502688408, -0.00736946240067482, 0.014763954095542431, -0.00612359493970871, -0.027401885017752647, -0.05032478645443916, -0.008788255043327808, 0.038175567984580994, 0.05756959691643715, 0.020873624831438065, -0.04592564329504967, 0.00182283332105726, 0.004396890755742788, -0.024536507204174995, 0.026706047356128693, 0.026098350062966347, -0.0010032806312665343, -0.03393453732132912, -0.013068326748907566, 0.014368964359164238, 0.012577955611050129, 0.010773553512990475, -0.009348771534860134, -0.03434540703892708, 0.0683424174785614, 0.014181996695697308, 0.0442192405462265, -0.05783285200595856, 0.035941824316978455, -0.015849553048610687, 0.05706922337412834, 0.05639958754181862, -0.005947845987975597, 0.05907512083649635, 0.024266773834824562, 0.01191724557429552, -0.009627626277506351, -0.0337076410651207, 0.024647576734423637, -0.024532366544008255, 0.002387323882430792, -0.05535294860601425, 0.029412891715765, -0.006794240791350603, -0.030219322070479393, 0.007668871432542801, 0.010207339189946651, 0.027341000735759735, 0.04362783953547478, 0.05911126732826233, 0.013403247110545635, -0.010546399280428886, 0.03584963455796242, 0.07533645629882812, 0.039500292390584946, 0.025420838966965675, -0.01365572214126587, 0.019004307687282562, -0.03274095803499222]"
cricket,"[-0.003502377076074481, 0.02306622825562954, 0.012757763266563416, 0.00625230185687542, 0.012074179016053677, -0.029399730265140533, 0.02234753593802452, 0.06030949950218201, -0.035787373781204224, -0.02076186239719391, -0.018920985981822014, -0.05139754340052605, -0.0016619412926957011, 0.007116692140698433, -0.0037238411605358124, -0.032264240086078644, 0.0012120661558583379, -0.0070426976308226585, 0.0017334523145109415, -0.04927322641015053, 0.01908722333610058, -0.013606490567326546, 0.024171927943825722, -0.009886851534247398, -0.009722293354570866, -5.723961294279434e-06, -0.022966526448726654, -0.009365430101752281, -0.028541363775730133, -0.012352094054222107, 0.027166521176695824, -0.01345908734947443, 0.01961824670433998, -0.008665145374834538, -9.327403677161783e-05, 0.02859693020582199, 0.0024883639998733997, -0.014386938884854317, -0.022941842675209045, -0.03406296297907829, -0.013895651325583458, -0.03204016014933586, -0.0035031880252063274, 0.018251579254865646, -0.009016458876430988, -0.023461196571588516, -0.022619793191552162, -0.01252046599984169, 0.024225860834121704, 0.03554948791861534, 0.013478010892868042, -0.03576375171542168, 0.008274650201201439, 0.017058810219168663, -0.01190437562763691, 0.014278372749686241, 0.019673578441143036, -0.006931455340236425, -0.02112683281302452, -0.0024790118914097548, 0.0033907738979905844, 0.008654488250613213, -0.0024189569521695375, -0.011903833597898483, -0.02694835513830185, 0.039379093796014786, 0.009962333366274834, 0.02982405200600624, -0.035816505551338196, 0.019243475049734116, -0.018964802846312523, 0.03041709214448929, 0.034643884748220444, -0.010743933729827404, 0.02936764992773533, 0.012438546866178513, 0.011861360631883144, 0.0007265122258104384, -0.020906252786517143, 0.008144544437527657, -0.011381716467440128, 0.00047451580758206546, -0.038098692893981934, 0.029898859560489655, 0.0005075056105852127, -0.01731807366013527, 0.01055070199072361, 0.003294213442131877, 0.011537022888660431, 0.0201361496001482, 0.02723279595375061, 0.01301952451467514, -0.01394603494554758, 0.020167531445622444, 0.042129822075366974, 0.016964735463261604, 0.00837878417223692, -0.003990564960986376, -0.0006358979735523462, -0.009721961803734303]"
countries,"[-0.013126770034432411, 0.025511624291539192, 0.03114454634487629, 0.023439960554242134, 0.00148456497117877, -0.04087048023939133, 0.039891261607408524, 0.08737782388925552, -0.04809607192873955, -0.04385880380868912, -0.01308746263384819, -0.05896268039941788, -0.006712811067700386, 0.021346494555473328, 0.005811445415019989, -0.04401891306042671, 0.006272998638451099, -0.024334833025932312, -0.001730250776745379, -0.054925259202718735, 0.005616958253085613, -0.009114984422922134, 0.04563579708337784, 0.004772257059812546, -0.007591167464852333, 0.0026432282757014036, -0.035308193415403366, -0.005132464691996574, -0.0281340554356575, -0.0030779079534113407, 0.034345995634794235, -0.011792881414294243, 0.02315574139356613, -0.016744446009397507, -0.0030339201912283897, 0.032696682959795, -0.007972477003932, -0.022661441937088966, -0.04138185828924179, -0.054191455245018005, 0.0002681928453966975, -0.03312627226114273, -0.01712844893336296, 0.003894595429301262, -0.008193152025341988, -0.037146929651498795, -0.0360666885972023, -0.01738634519279003, 0.039566583931446075, 0.05546620488166809, 0.01639210619032383, -0.041862476617097855, -0.002903035143390298, 0.019246304407715797, -0.01765277609229088, 0.01791125163435936, 0.023211481049656868, 0.0028254513163119555, -0.01952160894870758, -0.018696101382374763, 0.014232603833079338, 0.009023723192512989, 0.0022297189570963383, -0.02453974448144436, -0.04561101645231247, 0.06495746970176697, 0.029173370450735092, 0.03436395525932312, -0.04576100409030914, 0.04702480509877205, -0.005193203687667847, 0.04537252336740494, 0.06026189401745796, -0.0002716860908549279, 0.0384199321269989, 0.021748792380094528, 0.005172727629542351, -0.017203181982040405, -0.03886573761701584, 0.018550686538219452, -0.02844724990427494, -0.006347751710563898, -0.05866401270031929, 0.03895876929163933, 0.005010230932384729, -0.027291184291243553, 0.014071876183152199, 0.011974332854151726, 0.022240132093429565, 0.04221523180603981, 0.044292133301496506, 0.005875786766409874, -0.006500696763396263, 0.03823789581656456, 0.07471963763237, 0.037583474069833755, 0.01675492152571678, -0.0016544600948691368, 0.001074975123628974, -0.03108392097055912]"
event,"[0.0069695282727479935, 0.0019384489860385656, 0.013947134837508202, 0.014674508944153786, -0.005388888064771891, -0.015975093469023705, 0.009511015377938747, 0.02080640196800232, -0.013796862214803696, -0.020553112030029297, -0.004683238919824362, -0.02600017376244068, -0.00016745002358220518, 0.005396616645157337, 5.213537860981887e-06, -0.018975041806697845, -0.0006712673348374665, 0.0014685159549117088, -0.008808407932519913, -0.0235760360956192, 0.008764782920479774, -0.01036829873919487, 0.02053186297416687, -0.008090972900390625, -0.007685776799917221, 0.00797206349670887, -0.006730286870151758, 0.004415958188474178, -0.00958271510899067, -0.0036332139279693365, 0.007965784519910812, -0.009333347901701927, 0.006269434001296759, -0.006233078893274069, -0.007952583953738213, 0.001229872228577733, -0.0024376176297664642, -0.006927202921360731, -0.0032249840442091227, -0.021058620885014534, -0.00015285619883798063, -0.012296975590288639, 0.004194393754005432, -0.003048504237085581, -0.00881320983171463, -0.012479919008910656, -0.01647821255028248, -0.012894529849290848, 0.015150459483265877, 0.009851150214672089, 0.011265630833804607, -0.004886293783783913, -0.007317922543734312, 0.01097798440605402, -0.0027532672975212336, 0.014723752625286579, 0.011335890740156174, -0.0009936040733009577, -0.0009275816846638918, -0.002788757672533393, -0.0018269947031512856, 0.0015051797963678837, 0.002871214644983411, -0.008793379180133343, -0.008402816019952297, 0.00640752911567688, -0.0011202305322512984, 0.010179024189710617, -0.023184265941381454, 0.02053239941596985, 0.0024370290338993073, 0.015634337440133095, 0.0102871498093009, -0.009001312777400017, 0.014243483543395996, -0.0019923681393265724, 0.004528574179857969, -0.011743556708097458, -0.012043829075992107, -0.0031427990179508924, -0.013850168325006962, -0.0005762806977145374, -0.012550191953778267, 0.015591206960380077, -0.0035845921374857426, -0.013060451485216618, -0.002067073481157422, -0.003761396510526538, -0.0020125985611230135, 0.0006413277005776763, 0.007676704786717892, -0.0020242452155798674, 0.007356808055192232, 0.016660001128911972, 0.025805937126278877, 0.008770188316702843, 0.004849412944167852, -0.01106341928243637, -0.001382704940624535, -0.0038439887575805187]"
sports,"[-0.002752673113718629, -0.0006306034629233181, 0.014558727853000164, 0.001397265587002039, -0.002025795169174671, -0.014311805367469788, 0.01143057644367218, 0.027063019573688507, -0.019795138388872147, -0.019929368048906326, 0.0018322550458833575, -0.025715935975313187, -0.01000421866774559, 0.009203512221574783, -0.007239188067615032, -0.0012503769248723984, 0.007366375997662544, -0.013810325413942337, -0.00855068676173687, -0.018682874739170074, -0.004538421519100666, 0.0008921042899601161, 0.008426565676927567, 0.006077212747186422, 0.004038481041789055, -0.008369065821170807, -0.016431232914328575, 0.006213693413883448, -0.0038840894121676683, -0.005156644620001316, 0.018850356340408325, 0.002788275247439742, 0.0010041177738457918, -0.007635365705937147, 0.005496010649949312, 0.0076150717213749886, -0.0035833162255585194, -0.0020905337296426296, -0.01604992337524891, -0.018097851425409317, 0.0016624598065391183, -0.014847577549517155, 0.001517008407972753, 0.011995368637144566, -0.0005826312117278576, -0.0160035602748394, -0.004072255454957485, -0.0101816076785326, 0.006218385882675648, 0.007212420459836721, 0.004713804926723242, -0.021287094801664352, 0.009184237569570541, 0.010310908779501915, 0.005378388334065676, -0.003007226623594761, -0.0026741260662674904, -0.0014540551928803325, -0.004820807371288538, -0.011167017742991447, 0.005681914277374744, -0.007740341126918793, -0.006981035694479942, -0.010648154653608799, -0.0012028247583657503, 0.019143085926771164, 0.0142102325335145, 0.00420524924993515, -0.014561718329787254, 0.004740524105727673, 0.00040742295095697045, 0.021341999992728233, 0.01880737580358982, -0.00840760674327612, 0.016502495855093002, 0.0017935060895979404, -0.00025948486290872097, -0.005171563010662794, -0.0052068219520151615, 0.009809618815779686, 0.0008597298292443156, -0.003988026175647974, -0.017491213977336884, 0.005107848439365625, -0.008988945744931698, 0.0027707312256097794, -0.0024362143594771624, -0.00603458983823657, 0.012735792435705662, 0.0034887478686869144, 0.012871690094470978, -0.0012546349316835403, 0.0032057897187769413, 0.0016373745165765285, 0.022002918645739555, 0.0016121300868690014, 0.005255511496216059, -0.0014304770156741142, 0.006756196729838848, 0.0016547755803912878]"
major,"[-0.005701859015971422, 0.002482283627614379, -0.00014900493260938674, 0.011409571394324303, 0.010528001934289932, -0.014230470173060894, 0.0020613165106624365, 0.02035236544907093, -0.012123897671699524, -0.0194488987326622, -0.0008317003375850618, -0.017687741667032242, 0.007386762648820877, 0.0034005919005721807, -0.006562500260770321, -0.009729101322591305, 0.0007842160994186997, -0.010660813190042973, -0.00868276134133339, -0.01836938038468361, 0.015057488344609737, -0.007340617943555117, 0.014481065794825554, -0.0007263284642249346, -0.0003474236000329256, 0.0032800231128931046, -0.009249814786016941, 0.005810425151139498, -0.000602577580139041, 0.005093997344374657, 0.013635845854878426, -0.011835252866148949, 0.006200284231454134, 0.005502435844391584, -0.0024789487943053246, 0.004507079254835844, -0.00146317551843822, -0.009769774042069912, -0.0010988787980750203, -0.02099190093576908, 0.007639131974428892, -0.009480243548750877, 0.00660084979608655, 0.009244807064533234, 0.0032793802674859762, -0.013848867267370224, -0.019334854558110237, -0.005077101290225983, 0.00110736268106848, 0.02099577710032463, 0.00767368171364069, -0.005565138533711433, -0.0066549028269946575, -0.003404652001336217, -0.012411884032189846, 0.014180504716932774, 0.011269916780292988, -0.010782098397612572, 0.0004910217830911279, 0.0036914218217134476, 0.00869379099458456, 0.008754406124353409, 0.00870802253484726, -0.012108898721635342, -0.008931577205657959, 0.014433319680392742, 0.015996178612113, 0.021713588386774063, -0.017101384699344635, 0.006119146477431059, -0.009577963501214981, 0.012819821015000343, 0.023001817986369133, -0.004565611947327852, 0.0052749696187675, -0.0011986963218078017, -0.0019042360363528132, -0.010065119713544846, -0.014841974712908268, 0.011048461310565472, -0.002223415533080697, -0.009116417728364468, -0.011756274849176407, 0.012132428586483002, -0.0002880272804759443, -0.015294365584850311, -0.004351295530796051, -0.0028987142723053694, -0.002447159495204687, 0.00968428049236536, 0.010012376122176647, 0.009659611620008945, -0.0025786845944821835, 0.008748883381485939, 0.018773507326841354, 0.00840697530657053, 0.009130486287176609, -0.011428610421717167, 0.0010799759766086936, 0.0006396302487701178]"
final,"[0.002028443617746234, 0.006880478467792273, -0.0013214764185249805, 0.008815281093120575, 0.0018426168244332075, -0.0026167978066951036, 0.0021715424954891205, 0.009604346007108688, -0.007641867734491825, -0.009861955419182777, -0.010736140422523022, -0.012638975866138935, 0.008604445494711399, 0.00944390706717968, -0.008263063617050648, -0.015042444691061974, -0.0038740686140954494, 0.005941809620708227, 0.005491922609508038, -0.017851371318101883, 0.0030107905622571707, -0.0027619360480457544, 0.01613917201757431, 0.0055079408921301365, -5.1219805754953995e-05, 0.006765283178538084, -0.012271248735487461, 0.0050568897277116776, 0.003942378796637058, 0.008810837753117085, -0.0018237665062770247, 0.002497093053534627, -0.002175441710278392, -0.010460508987307549, -0.006330372765660286, 0.011456127278506756, -0.001506542437709868, -0.0027082886081188917, -0.009274174459278584, -0.002717421855777502, 0.0023129498586058617, -0.01424146257340908, 0.0038356781005859375, 0.01132705993950367, 0.002341555431485176, -0.0038971721660345793, 0.0009447519551031291, 0.005958587862551212, -0.0004544788971543312, 0.0027058329433202744, 0.0014591863146051764, 0.00288975378498435, 0.005187793169170618, -0.004004016052931547, 0.005047307815402746, -0.0005393517203629017, 0.007004112005233765, -0.009446293115615845, -0.001667188131250441, -0.0029712338000535965, 0.004845166578888893, 0.0023769098334014416, -0.004917375277727842, -0.0010443683713674545, 3.465659756329842e-05, 0.014021353796124458, 0.0005453921621665359, 0.003646116005256772, -0.003263017162680626, 0.014103665016591549, -0.004919086117297411, 0.013427178375422955, 0.013684059493243694, -0.007770645432174206, 0.003210501279681921, -0.004328542854636908, 0.009988387115299702, 0.005607081111520529, -0.00679498678073287, -0.005886859726160765, -0.009725716896355152, 0.002936299191787839, -0.015184951946139336, 0.00048539292765781283, -0.000818963919300586, -0.0023082245606929064, 0.005852837115526199, 0.0069181653670966625, 0.008993422612547874, 0.0049914587289094925, 0.014155815355479717, 0.010614907369017601, -0.007831346243619919, -0.0011206571944057941, 0.019318290054798126, 0.001820808625780046, -0.0009576034499332309, -0.0071595944464206696, -0.005722343921661377, -0.012197321280837059]"
tournament,"[0.0008838244248181581, 0.007306435611099005, 0.007624616846442223, 0.0019248630851507187, 0.0045700822956860065, -0.010155380703508854, -0.0043417951092123985, 0.011049993336200714, -0.007897354662418365, -0.0041197664104402065, -0.002085808664560318, -0.0019481044728308916, -0.006751770153641701, 0.0036907701287418604, 0.006063494831323624, 0.005333034787327051, -0.003538483753800392, 0.009315622970461845, -0.008496005088090897, 0.004480819217860699, 0.0030310663860291243, 0.005924399010837078, -0.00296195549890399, -0.004431829787790775, -0.0013579634251073003, -0.001458168146200478, -0.00399305485188961, 0.000232995196711272, 0.0070393625646829605, -0.0013701048446819186, 0.003639333415776491, -0.008770071901381016, 0.0010723622981458902, -0.004923815838992596, -0.009735825471580029, -0.007365596015006304, 0.005390846636146307, 0.0032294727861881256, 0.005496764089912176, -0.005220120772719383, -0.0051732612773776054, 0.002268776297569275, -0.0019360753940418363, -0.0041116210632026196, 0.0021400838159024715, -0.006726960185915232, -0.006206580437719822, 0.005083797965198755, -2.9698334401473403e-05, 0.005957132205367088, 0.0078057958744466305, -0.004910334944725037, 0.0031338052358478308, -0.003375876694917679, -0.006266796961426735, 0.0026257315184921026, -0.002941671758890152, -0.0017488053999841213, -0.007968628779053688, -0.002914419863373041, 0.002668878296390176, 0.001806587795726955, -0.008074557408690453, -0.0066604926250875, -0.0009973349515348673, -0.00862422026693821, 0.004336479585617781, -0.002881225198507309, 8.709746180102229e-05, 0.008133279159665108, -0.0067452313378453255, -0.002281439257785678, 0.005073504522442818, -0.00960985291749239, 0.0004904353991150856, 0.007234903518110514, -0.006391545757651329, -0.007418704219162464, 0.008496918715536594, -0.001199399121105671, -0.002717579947784543, 0.004956978373229504, -0.005683432333171368, -0.0014879461377859116, 0.002083204220980406, 0.0034270239993929863, 0.007371785119175911, 0.003981635440140963, -0.0018993036355823278, 0.009679009206593037, -0.00022323959274217486, 0.008553337305784225, 0.005803931038826704, -0.004142408259212971, 0.0016283020377159119, 0.0045811994932591915, 0.010070552118122578, -0.008782598190009594, 0.0019078791374340653, -0.00013979175128042698]"
match,"[0.00140923832077533, -0.00043528102105483413, -0.0060450113378465176, -0.003598320996388793, 0.007313517387956381, -0.006356141995638609, 0.01330366637557745, 0.004118179902434349, -0.005436291452497244, -0.011187749914824963, -0.004149747546762228, -0.018688715994358063, -0.00996578298509121, 0.011386608704924583, 0.01043630763888359, -0.005446002818644047, 0.009146168828010559, 0.0012508273357525468, 0.0018946381751447916, -0.007184700574725866, -0.0015136171132326126, -0.0005538857076317072, 9.950812818715349e-05, -0.002591375494375825, -0.005027150735259056, 0.0027936147525906563, -0.0066602216102182865, -0.006397713907063007, -0.0125502310693264, -0.0046925013884902, 0.0031172253657132387, -0.002742759184911847, -0.0048964982852339745, 0.004870379809290171, -0.0016702855937182903, 0.015006116591393948, -0.0054518538527190685, -0.010523851960897446, -0.008861077949404716, -0.010133441537618637, -0.010443364270031452, -0.01526143029332161, -0.0003128775570075959, -0.0037944773212075233, 0.002336018718779087, -2.0356750610517338e-05, -0.012098260223865509, 0.005456768907606602, -0.0034153922460973263, 0.004308312200009823, -0.004863351583480835, -0.009322615340352058, -0.00903299916535616, 0.011467204429209232, -0.0031741580460220575, -0.00552942743524909, 0.0031560491770505905, -0.004978593438863754, -0.0021469437051564455, 0.0008662301697768271, 0.008809089660644531, 0.010023649781942368, 0.004871131386607885, -0.0003775580262299627, 0.0026742222253233194, 0.01340389158576727, 0.009301623329520226, 0.005792324431240559, -0.01564997434616089, 0.01523728296160698, -0.005107857286930084, 0.017424561083316803, 0.011310938745737076, -0.010210168547928333, -0.002385916654020548, 0.009061160497367382, -0.005147663876414299, -0.007851575501263142, -0.012518937699496746, 0.011265982873737812, -0.008056540042161942, -0.00884959101676941, -0.014417662285268307, 0.008449442684650421, 0.00019838038133457303, -0.008879502303898335, -0.0016348439967259765, 0.0006812941282987595, -0.0030844477005302906, 0.002838405780494213, 0.015782911330461502, -0.004980834666639566, -0.0016954134916886687, 0.0034561913926154375, 0.011201846413314342, 0.005754490382969379, 0.010210195556282997, -0.0022644028067588806, 0.004846503026783466, 0.003252464346587658]"
