word,embeddings
major,"[0.0070916274562478065, -0.001554393908008933, 0.007998956367373466, -0.009457903914153576, -0.008031494915485382, -0.00666132802143693, -0.0039921533316373825, 0.0050133345648646355, -0.0038373819552361965, -0.008365101180970669, 0.008401652798056602, -0.003779810853302479, 0.008649125695228577, -0.0048866597935557365, 0.00396289536729455, 0.004906313959509134, 0.002417221898213029, -0.0028153848834335804, 0.0028533258009701967, -0.00831526704132557, -0.002739941468462348, -0.0025738792028278112, 0.007260273210704327, -0.0034861427266150713, -0.006628565024584532, 0.004374437499791384, -0.0005069928010925651, -0.0035602718126028776, 0.006867777090519667, 0.0038913777098059654, -0.0039075217209756374, 0.0007691833307035267, 0.009115274995565414, 0.0077084931544959545, 0.006358692888170481, 0.004688694141805172, 0.002395255258306861, -0.0018364426214247942, -0.006416856776922941, -0.0002749471750576049, -0.0015075411647558212, -0.0005946237943135202, -0.006277403794229031, 0.0074508413672447205, -0.006567981094121933, -0.00729040103033185, -0.002788070822134614, -0.0015364583814516664, -0.00762292230501771, 0.0006965585635043681, -0.0052976105362176895, -0.0012803811114281416, -0.007333787623792887, 0.0019430542597547174, 0.00324710039421916, 1.475391945859883e-05, -0.0054569304920732975, -0.0017146756872534752, 0.007090731058269739, 0.0037451779935508966, -0.008894185535609722, -0.00343299750238657, 0.0023627509362995625, 0.0021692144218832254, -0.009458216838538647, 0.004613743629306555, -0.008663298562169075, -0.007354730274528265, 0.003479261416941881, -0.0034695270005613565, 0.0035666695330291986, 0.008913588710129261, -0.0035705899354070425, 0.009328833781182766, 0.0017322710482403636, 0.009888773784041405, 0.005737549625337124, -0.009137728251516819, -0.0033245317172259092, 0.006532842293381691, 0.005540389101952314, 0.008718977682292461, 0.006933858152478933, 0.008044499903917313, -0.009838983416557312, 0.004312063567340374, -0.004990501794964075, 0.003529950976371765, 0.006085546687245369, 0.004419974982738495, 0.0075371419079601765, 0.0014852855820208788, -0.0012879883870482445, 0.005759215913712978, -0.005601337179541588, 4.4512336899060756e-05, 0.009480521082878113, -0.0054939547553658485, 0.0038266771007329226, -0.008110810071229935]"
event,"[0.009767843410372734, 0.008175123482942581, 0.00129783246666193, 0.005109650548547506, 0.0014117533573880792, -0.006471121218055487, -0.001420756452716887, 0.006460906937718391, -0.004617875907570124, -0.004012701567262411, 0.004928788170218468, 0.0026978563982993364, -0.0018314372282475233, -0.002869359450414777, 0.006025056354701519, -0.0057310378178954124, -0.003225689986720681, -0.0064891548827290535, -0.004228453151881695, -0.008595699444413185, -0.004458323586732149, -0.008504261262714863, 0.0014106763992458582, -0.008609239012002945, -0.009928479790687561, -0.008192052133381367, -0.006787949241697788, 0.006700586061924696, 0.0037770618218928576, 0.0003589584375731647, -0.00296444958075881, -0.007425900083035231, 0.0005198328290134668, 0.0004777169378940016, 0.00019777730631176382, 0.0008686251821927726, 0.0007968313875608146, -7.289337372640148e-05, -0.008028252050280571, -0.005857507232576609, -0.008363593369722366, -0.0013257170794531703, 0.0018109550001099706, 0.007422091905027628, -0.0019518885528668761, -0.002340518869459629, 0.00947045348584652, 7.241380808409303e-05, -0.0024000622797757387, 0.008599714376032352, 0.002703536069020629, -0.005343049298971891, 0.00659859087318182, 0.004499233793467283, -0.007059710565954447, -0.00031114931334741414, 0.0008311094716191292, 0.005749330390244722, -0.0017128464533016086, -0.0027999738231301308, 0.0017393153393641114, 0.0008366694673895836, 0.0011983587173745036, -0.0026278821751475334, -0.005977008957415819, 0.007329110521823168, 0.007579435128718615, 0.00831241998821497, -0.008599415421485901, 0.0026340740732848644, -0.003557697869837284, 0.009632007218897343, 0.002900727093219757, 0.004645399283617735, 0.0023980694822967052, 0.006626001093536615, -0.00573995616286993, 0.007905046455562115, -0.002406968967989087, -0.004558428190648556, -0.0020881809759885073, 0.009744672104716301, -0.006843104027211666, -0.002190142869949341, 0.006989873014390469, -5.1204846386099234e-05, -0.006271911319345236, -0.006388265173882246, 0.008955361321568489, 0.006439558230340481, 0.004784238059073687, -0.0032655184622853994, -0.009276802651584148, 0.0037769395858049393, 0.007183366920799017, -0.005637038964778185, -0.00785489846020937, -0.0029802960343658924, -0.004932904615998268, -0.002316366182640195]"
sports,"[-0.0019416844006627798, -0.0052463035099208355, 0.009489862248301506, -0.00928576197475195, 0.004512905143201351, 0.005380741320550442, -0.0013905966188758612, 0.009032441303133965, 0.009862890467047691, -0.005518883001059294, -0.0060210260562598705, -0.006775376386940479, -0.007847911678254604, -0.003056430956348777, -0.0055468459613621235, -0.008366428315639496, 0.0008055943762883544, 0.002996121533215046, 0.006410630885511637, -0.002685683313757181, -0.004429753869771957, 0.0012567884987220168, 0.00040208539576269686, 0.008089504204690456, 0.00015692786837462336, 0.007251102942973375, -0.008281055837869644, 0.008455679751932621, -0.0019027672242373228, 0.008719892241060734, -0.007633894216269255, 0.001793314004316926, 0.0010369998635724187, 1.4251704669732135e-05, -0.005100431386381388, -0.00921646412461996, -0.00726354168727994, -0.007942231371998787, 0.0018837078241631389, 0.0004943655803799629, -0.0017701395554468036, 0.0071013509295880795, -0.0024766509886831045, -0.0013178653316572309, -0.008874309249222279, -0.009966401383280754, 0.008925597183406353, -0.005769180599600077, -0.0063631231896579266, 0.005201464053243399, 0.006691522430628538, -0.006818868685513735, 0.000985711463727057, -0.00604130607098341, 0.0016351736849173903, -0.004266281146556139, -0.003447709372267127, 0.0022027967497706413, 0.008670794777572155, 0.006743165664374828, -0.009686412289738655, -0.0056390296667814255, 0.007885199971497059, 0.0020108302123844624, -0.004250269383192062, 0.0006304973503574729, 0.00951613299548626, -0.0010648185852915049, -0.009422830305993557, 0.0015946078347042203, 0.006243494339287281, 0.006289002951234579, 0.00410094577819109, -0.0056227403692901134, -0.000352589093381539, -1.2891258847957943e-05, 0.0046104672364890575, -0.00803135335445404, -0.008015396073460579, 0.0002718759060371667, -0.008654993027448654, 0.005843757651746273, -0.00041043839883059263, 0.009977512992918491, -0.0053487117402255535, -0.00046947275404818356, 0.0077969166450202465, -0.004053620621562004, -0.004978681914508343, 0.0016067859251052141, 0.002674402203410864, -0.0025653813499957323, 0.006442474666982889, -0.007662943564355373, 0.0034379404969513416, 0.0005009868182241917, 0.008745232596993446, 0.005965008866041899, 0.00683423038572073, 0.007801396306604147]"
players,"[-0.009503674693405628, 0.009567657485604286, -0.007750244811177254, -0.0026419146452099085, -0.004898327402770519, -0.0049727680161595345, -0.008014942519366741, -0.007774061989039183, -0.004557845648378134, -0.0012906332267448306, -0.005103608593344688, 0.006127537228167057, -0.009497297927737236, -0.005308464635163546, 0.009453353472054005, 0.006974106188863516, 0.0076897344551980495, 0.004237657878547907, 0.0005049481405876577, -0.006004752591252327, 0.006028017029166222, 0.002636889461427927, 0.007708448451012373, 0.006381405051797628, 0.007934173569083214, 0.008664697408676147, -0.009903883561491966, -0.006741760764271021, 0.0013239312684163451, 0.006452521309256554, 0.007370152045041323, 0.005516271572560072, 0.0076532973907887936, -0.0051428768783807755, 0.006582584697753191, -0.004098562058061361, -0.00906007457524538, 0.009144991636276245, 0.0013246459420770407, -0.002755622146651149, -0.00246042525395751, -0.00422902824357152, 0.004813444800674915, 0.0044133649207651615, -0.002639097161591053, -0.007359636947512627, -0.003576015355065465, -0.00034359912388026714, 0.006101296748965979, -0.0028376055415719748, -0.00010860983456950635, 0.0008881550165824592, -0.007078555412590504, 0.0020426970440894365, -0.001439384650439024, 0.0028084840159863234, 0.00483750319108367, -0.0013414394343271852, -0.0027755810879170895, 0.007747602183371782, 0.00504393270239234, 0.006703869439661503, 0.004518104717135429, 0.008674201555550098, 0.0074773309752345085, -0.00107151223346591, 0.008751150220632553, 0.004620231222361326, 0.005440853536128998, -0.0013899951009079814, -0.002034392673522234, -0.004420734941959381, -0.008510743267834187, 0.0030501463916152716, 0.00889505073428154, 0.008935713209211826, -0.001924223150126636, 0.006090895738452673, 0.003781798528507352, -0.004295350518077612, 0.0020204540342092514, -0.005431016441434622, 0.00820996891707182, 0.005437991116195917, 0.003181113861501217, 0.00410601356998086, 0.008677413687109947, 0.0072739203460514545, -0.0008206737693399191, -0.0070645431987941265, 0.008390706032514572, 0.00723243085667491, 0.00173360132612288, -0.0013578897342085838, -0.005867377854883671, -0.0045270780101418495, 0.008655681274831295, -0.003139474894851446, -0.0063301329500973225, 0.009858260862529278]"
from,"[0.007689426653087139, 0.009138723835349083, 0.0011431134771555662, -0.008324431255459785, 0.008434643968939781, -0.0037013485562056303, 0.0057514081709086895, 0.004407202824950218, 0.00967871118336916, -0.009303012862801552, 0.00921076349914074, -0.009292539209127426, -0.006895577535033226, -0.009105297736823559, -0.00552758015692234, 0.007357294671237469, 0.009174291975796223, -0.0033216241281479597, 0.0037173880264163017, -0.0036461723502725363, 0.00788663886487484, 0.005866397637873888, 1.2890073776361533e-05, -0.003632404375821352, -0.007231838069856167, 0.00477325776591897, 0.0014491950860247016, -0.0026091663166880608, 0.007834859192371368, -0.00405019661411643, -0.009145831689238548, -0.002263739239424467, 0.00011875236668856815, -0.006644448731094599, -0.005487007088959217, -0.00849170982837677, 0.009232223965227604, 0.007428102660924196, -0.0003051559324376285, 0.007368610240519047, 0.007957926020026207, -0.0007849294343031943, 0.006610569078475237, 0.0037759742699563503, 0.005081480834633112, 0.007242919411510229, -0.00474296510219574, -0.0021927428897470236, 0.0008676373399794102, 0.004236643668264151, 0.0033140608575195074, 0.00509350560605526, 0.004584223031997681, -0.008450360968708992, -0.003188616828992963, -0.007241023238748312, 0.009686095640063286, 0.005006893537938595, 0.000175142937223427, 0.004110138863325119, -0.007666571997106075, -0.00630468875169754, 0.0030917751137167215, 0.006537878420203924, 0.003942146897315979, 0.006029956974089146, -0.001980830682441592, -0.0033290942665189505, 0.000196434382814914, -0.0031954257283359766, -0.005515658762305975, -0.007779648993164301, 0.006540562957525253, -0.0010761398589238524, -0.0018853511428460479, -0.007792925927788019, 0.009347249753773212, 0.0008758046897128224, 0.0017600300488993526, 0.0024923523887991905, -0.0074020191095769405, 0.0016424842178821564, 0.0029843973461538553, -0.00855945609509945, 0.004954537842422724, 0.002434025052934885, 0.007514053024351597, 0.0050406502559781075, -0.0030261091887950897, -0.00715840607881546, 0.007098667789250612, 0.0019043311476707458, 0.005206309258937836, 0.006372729316353798, 0.0019358115969225764, -0.006117253564298153, 1.0529365681577474e-05, 0.008265341632068157, -0.006089431699365377, 0.009435298852622509]"
different,"[-0.007192314136773348, 0.004232431296259165, 0.0021632625721395016, 0.007442933041602373, -0.004891211166977882, -0.004564102739095688, -0.006100504193454981, 0.0032994053326547146, -0.004499517846852541, 0.008524909615516663, -0.004288787022233009, -0.009105839766561985, -0.004818551242351532, 0.0064178770408034325, -0.006373504176735878, -0.005260821897536516, -0.007305847480893135, 0.0060233669355511665, 0.003356924280524254, 0.002850236603990197, -0.0031401882879436016, 0.006032602861523628, -0.006152738351374865, -0.001979518448933959, -0.005983461160212755, -0.0009952981490641832, -0.002020793268457055, 0.00848840270191431, 7.79021211201325e-05, -0.008576535619795322, -0.005429658107459545, -0.006877615116536617, 0.0026939797680824995, 0.00945858471095562, -0.005817682947963476, 0.008264943957328796, 0.008534877561032772, -0.0070648337714374065, -0.008885389193892479, 0.009471225552260876, 0.008374294266104698, -0.004690161906182766, -0.006728193257004023, 0.007842487655580044, 0.003763713873922825, 0.008097543381154537, -0.007572040893137455, -0.009526004083454609, 0.001577393850311637, -0.009807501919567585, -0.004887779243290424, -0.003462186548858881, 0.009620996192097664, 0.008625502698123455, -0.002837544307112694, 0.005827854387462139, 0.008237583562731743, -0.0022637222427874804, 0.009530085138976574, 0.007160727865993977, 0.0020426413975656033, -0.003848447697237134, -0.005081332288682461, -0.0030524132307618856, 0.007888040505349636, -0.006191510707139969, -0.0029156606178730726, 0.009191920049488544, 0.0034559087362140417, 0.006074735429137945, -0.008034387603402138, -0.0007504511740989983, 0.005522705148905516, -0.004716669209301472, 0.0074784522876143456, 0.009320000186562538, -0.0004106824635528028, -0.002064937260001898, -0.0005945194279775023, -0.005788122769445181, -0.008386779576539993, -0.0015085411723703146, -0.002558361738920212, 0.004383430816233158, -0.006869884207844734, 0.005413722712546587, -0.006747615523636341, -0.007821917533874512, 0.008471454493701458, 0.00891977921128273, -0.0034831941593438387, 0.0034913835115730762, -0.005797639023512602, -0.008750848472118378, -0.0055174692533910275, 0.006748620420694351, 0.006419065874069929, 0.009439794346690178, 0.007055790163576603, 0.006757075898349285]"
team,"[0.0012996908044442534, -0.009798608720302582, 0.00460190512239933, -0.0005382723757065833, 0.006330389063805342, 0.0017776532331481576, -0.0031259406823664904, 0.007768415380269289, 0.0015493958489969373, 4.288407217245549e-05, -0.004610130563378334, -0.008461683057248592, -0.007757730316370726, 0.00866744015365839, -0.008912356570363045, 0.00903413537889719, -0.009270011447370052, -0.00027972564566880465, -0.0019103165250271559, -0.008945760317146778, 0.00863681547343731, 0.006782309617847204, 0.0030280258506536484, 0.004823272582143545, 0.00010583621769910678, 0.009433470666408539, 0.007016382645815611, -0.009850923903286457, -0.004431473556905985, -0.001286412589251995, 0.003047094913199544, -0.004327578470110893, 0.0014463543193414807, -0.007852204144001007, 0.0027764446567744017, 0.004704078193753958, 0.004941141698509455, -0.0031740558333694935, -0.008434492163360119, -0.009217695333063602, -0.0007155308849178255, -0.007324541453272104, -0.006813280750066042, 0.006119886413216591, 0.007173366378992796, 0.002107661683112383, -0.007904645055532455, -0.005701080430299044, 0.008049407042562962, 0.003925503231585026, -0.0052376799285411835, -0.007391844876110554, 0.0007703377632424235, 0.003458618186414242, 0.002076334785670042, 0.0031039980240166187, -0.005616330541670322, -0.009883086197078228, -0.007016582414507866, 0.00023379917547572404, 0.0046102069318294525, 0.0045221890322864056, 0.001884227036498487, 0.005177604500204325, -0.00010817070869961753, 0.0041245087049901485, -0.009123764000833035, 0.007704930379986763, 0.006145230960100889, 0.005122440867125988, 0.007210246287286282, 0.008444052189588547, 0.0007414832361973822, -0.0016998181818053126, 0.0005215357523411512, -0.009313657879829407, 0.008417708799242973, -0.0063818166963756084, 0.008421850390732288, -0.004241772927343845, 0.0006373603828251362, -0.009159430861473083, -0.009553473442792892, -0.007829664275050163, -0.007732007186859846, 0.00037865128251723945, -0.007219692226499319, -0.004946867004036903, -0.0052684759721159935, -0.004284045193344355, 0.007018047850579023, 0.004828233737498522, 0.008683022111654282, 0.007090773433446884, -0.005685250274837017, 0.007249566726386547, -0.009286927990615368, -0.002591312164440751, -0.007751967292279005, 0.004192773252725601]"
participate,"[0.0018059010617434978, 0.0070618619211018085, 0.002976996125653386, -0.006954021751880646, 0.007712355349212885, -0.006005267146974802, 0.009017759002745152, 0.0029754459392279387, -0.004036682657897472, -0.0047166962176561356, -0.004415863659232855, -0.006168474443256855, 0.009409072808921337, -0.002639831742271781, 0.007796942256391048, -0.009695326909422874, 0.0021254343446344137, -0.001226613880135119, 0.007543264888226986, -0.009099948219954967, 0.0074582588858902454, -0.005092195235192776, -0.006005089730024338, -0.0056596314534544945, -0.0033923990558832884, -0.0033925215248018503, -0.0032190086785703897, -0.007477880455553532, 0.0006977877928875387, -0.0005725616356357932, -0.0016920531634241343, 0.0037604286335408688, -0.007632049266248941, -0.003246590495109558, 0.005153358448296785, 0.008564112707972527, -0.009809833019971848, 0.007194765377789736, 0.005282369442284107, -0.003875380614772439, 0.008611677214503288, -0.009241132996976376, 0.007241394836455584, 0.005373052321374416, 0.0013079885393381119, -0.005228107795119286, -0.0042083063162863255, -0.003372758161276579, 0.0016160166123881936, 0.0015854377998039126, 0.007402448449283838, 0.009976901113986969, 0.008879887871444225, -0.00401878310367465, 0.009638078510761261, -0.0006150078261271119, 0.0048623401671648026, 0.0025454354472458363, -0.0006314295460470021, 0.00367331737652421, -0.005331539083272219, -0.005772819276899099, -0.007600171025842428, 0.001922736642882228, 0.006529415491968393, 0.0009092582622542977, 0.0012454829411581159, 0.003196744015440345, 0.008128373883664608, -0.007707302924245596, 0.0022616013884544373, -0.007461218163371086, 0.0037127239629626274, 0.009518920443952084, 0.007537421304732561, 0.006450040731579065, 0.008038674481213093, 0.006561968941241503, 0.006857521831989288, 0.008686505258083344, -0.004985406529158354, 0.009222089312970638, 0.005069150123745203, -0.0021232899744063616, 0.008478613570332527, 0.005092888604849577, 0.009688591584563255, 0.002838516142219305, 0.009886288084089756, 0.0012164334766566753, 0.009144309908151627, 0.0035829877015203238, 0.006554730702191591, -0.003614736720919609, 0.0068229143507778645, 0.007251708768308163, -0.002121718367561698, -0.0018702616216614842, 0.003620149800553918, -0.0070342859253287315]"
final,"[0.009735549800097942, -0.009780382737517357, -0.0064994897693395615, 0.002783786039799452, 0.006431987509131432, -0.005367367062717676, 0.0027524924371391535, 0.009121310897171497, -0.006815421395003796, -0.006099911872297525, -0.004989641718566418, -0.003676412161439657, 0.0018497157143428922, 0.009682632982730865, 0.006437776144593954, 0.000397092109778896, 0.002470768755301833, 0.008440490812063217, 0.009128979407250881, 0.005628752522170544, 0.005946263205260038, -0.007620686199516058, -0.0038276719860732555, -0.005680331960320473, 0.006181774195283651, -0.002256449544802308, -0.0087794354185462, 0.007619124837219715, 0.00839968305081129, -0.0033202350605279207, 0.009116658940911293, -0.0007383596966974437, -0.003626519348472357, -0.00038469076389446855, 0.00019442677148617804, -0.0035048960708081722, 0.002813241444528103, 0.005729705095291138, 0.00686900969594717, -0.008903466165065765, -0.002192728454247117, -0.005481797270476818, 0.007521099876612425, 0.006501703057438135, -0.004360722377896309, 0.0023268330842256546, -0.005953661166131496, 0.0002364957326790318, 0.009461759589612484, -0.0026098417583853006, -0.005187717732042074, -0.007397209294140339, -0.0029119420796632767, -0.0008643138571642339, 0.003527861787006259, 0.00974188931286335, -0.0033892751671373844, 0.0019017684971913695, 0.009681008756160736, 0.0015315866330638528, 0.0009864962194114923, 0.009802371263504028, 0.00929545983672142, 0.007708066608756781, -0.00617052661255002, 0.009983985684812069, 0.005848987028002739, 0.009072666056454182, -0.0019951986614614725, 0.0033499361015856266, 0.006833557039499283, -0.0038937567733228207, 0.006642850581556559, 0.0025628625880926847, 0.009313729591667652, -0.003035804023966193, -0.00310936919413507, 0.00621538981795311, -0.009078245609998703, -0.007253991439938545, -0.00650002621114254, -0.0007490742136724293, -0.0023630214855074883, 0.00681551918387413, 0.00923659186810255, -0.0009097587899304926, 0.001412824378348887, 0.002020356711000204, -0.0020197988487780094, -0.008034341037273407, 0.007441049907356501, -0.004297901410609484, 0.004576518665999174, 0.009089703671634197, 0.003043222473934293, 0.00313879013992846, 0.004061828833073378, -0.0027012168429791927, 0.0038247692864388227, 0.00033762335078790784]"
match,"[0.005626711994409561, 0.005497370846569538, 0.0018291198648512363, 0.005749406758695841, -0.008968077600002289, 0.006559357512742281, 0.009225991554558277, -0.0042071472853422165, 0.0016075504245236516, -0.005233881529420614, 0.0010582185350358486, 0.0027701687067747116, 0.008160736411809921, 0.0005440127570182085, 0.0025570583529770374, 0.001297735027037561, 0.008402522653341293, -0.005707702599465847, -0.006261830218136311, -0.0036275184247642756, -0.002300549764186144, 0.005041062831878662, -0.008120357058942318, -0.002833535661920905, -0.008197426795959473, 0.005149709992110729, -0.0025680637918412685, -0.009067106992006302, 0.0040717292577028275, 0.009017323143780231, -0.003037660149857402, -0.0058385394513607025, 0.0030198884196579456, -0.0004358482256066054, -0.009979436174035072, 0.0084177041426301, -0.007338887546211481, -0.004930406808853149, -0.002657081000506878, -0.005452314391732216, 0.0017165100434795022, 0.00971281435340643, 0.004572272300720215, 0.008088602684438229, -0.0004704582679551095, 0.0006449234206229448, -0.002668352099135518, -0.008779561147093773, 0.0034313034266233444, 0.002093373565003276, -0.00942185427993536, -0.004968436900526285, -0.009734098799526691, -0.005719791632145643, 0.00406454224139452, 0.008642860688269138, 0.004111649934202433, 0.0023884642869234085, 0.008144778199493885, -0.0011192095698788762, -0.0013977134367451072, -0.00874682329595089, -0.00012579202302731574, -0.002567572519183159, 0.0003860771539621055, 0.007279661949723959, -0.007041460368782282, -0.003946474753320217, -0.006664605345577002, -0.003544114762917161, -0.003315831534564495, 0.002137121045961976, 0.003328168299049139, -0.0049571869894862175, -0.0045462907291948795, 0.001138694235123694, 0.005453482735902071, 0.005373649764806032, -0.00296853668987751, -0.0042665256187319756, -0.005616647191345692, -0.0005449831369332969, 0.0019463730277493596, 0.0015253460733219981, 0.007352529559284449, -0.0027333723846822977, -6.592393037863076e-05, -0.0055276332423090935, -0.001170065370388329, -0.007711963728070259, -0.0009593295981176198, 0.0013096749316900969, -0.00859474390745163, 0.008748583495616913, -0.00920786615461111, -0.009624676778912544, -0.008511624298989773, 0.007313268259167671, 0.005465568508952856, 0.009249461814761162]"
was,"[0.00256607448682189, 0.0008550581405870616, -0.0025082624051719904, 0.009394163265824318, 0.0027577311266213655, 0.0040747253224253654, -0.0011981308925896883, 0.0009132338454946876, 0.006613179575651884, -0.0007504807435907423, 0.003324732184410095, -0.0007005397928878665, 0.005277231801301241, 0.0036532171070575714, 0.002609727904200554, -0.00532936817035079, -0.004705504979938269, 0.004321236629039049, -0.005892621818929911, -0.00020652415696531534, -0.0006259778747335076, 0.0035068339202553034, -0.008451770059764385, 0.008809604682028294, -0.0014808066189289093, -0.005308609921485186, 0.004028824158012867, -0.0018771656323224306, -0.007787008304148912, -0.004478088114410639, -0.0004051308787893504, -0.008951072581112385, 0.0005451252218335867, 0.0024056066758930683, -0.003227014560252428, 0.0026036337949335575, 0.0025007613003253937, 0.0099873635917902, 0.0013787104981020093, 0.002070034621283412, 0.002838690299540758, -0.002117599593475461, -0.008726241998374462, 0.008066319860517979, -0.0019371042726561427, -0.009724671021103859, -0.006580210290849209, -0.003974683117121458, 0.00397831667214632, 0.005010505206882954, 0.006112374365329742, -0.006774646695703268, 0.0007427778909914196, -0.0027890659403055906, -0.0052482993341982365, 0.007034499663859606, 0.0039324951358139515, -0.00309474254027009, -0.008262515999376774, -0.00512322410941124, -0.0006368172471411526, 0.007798283826559782, 0.006042248569428921, -0.008428583852946758, -0.009537932462990284, 0.007151341065764427, -0.002335525583475828, -0.0036504045128822327, 0.005762199405580759, -0.00583258643746376, 0.005082970485091209, -0.00023243764007929713, -0.006875464227050543, -0.0003264908154960722, 0.006383673287928104, 0.009357273578643799, 0.0022300907876342535, 0.0050652241334319115, -0.004952707327902317, -0.0008068698225542903, -0.005380697548389435, 0.0011979599948972464, -0.0017989204498007894, -0.003641909221187234, -0.007041702512651682, 0.009670251049101353, 0.002993414644151926, -0.002268781652674079, -0.004135997500270605, 0.007737176027148962, -0.006464404985308647, 0.0031138251069933176, 0.0007494000601582229, 0.00831124372780323, 0.006853221450001001, -0.002929197158664465, 0.0025567631237208843, -0.0016652789199724793, -0.009449985809624195, -0.0026187209878116846]"
an,"[0.0013313869712874293, 0.006546852644532919, 0.010011754930019379, 0.009088587015867233, -0.00801265798509121, 0.006479494273662567, -0.005720643792301416, -0.0009620157070457935, 0.00048700993647798896, 0.006549785379320383, 0.00447505759075284, 0.004588080104440451, 0.009516225196421146, 0.00038482004310935736, -0.006007753312587738, -0.006341411266475916, 0.006441645324230194, -0.005239816848188639, -0.002854017075151205, 0.004056866746395826, -0.00228366581723094, -0.006011683028191328, -0.0023198158014565706, 0.0012136048171669245, 0.002165150595828891, 0.006102974992245436, -0.0052276914939284325, 0.003112421603873372, 0.007224570028483868, 0.0022133418824523687, 0.005386300850659609, -0.004852171055972576, 0.0061378274112939835, -0.00762844318524003, 0.0034928808454424143, -0.009299002587795258, -0.002587058814242482, -0.009070354513823986, -0.0016216906951740384, -0.005335057154297829, -0.003912343177944422, 0.0011384835233911872, 0.002780669368803501, -0.0015038965502753854, -0.00815193634480238, -0.005953884683549404, 0.0008019307279027998, -0.003959184978157282, -0.00942081119865179, -0.0007823706255294383, 0.0066585661843419075, 0.0059708780609071255, -0.009901657700538635, 0.003095888067036867, -0.006016290280967951, -0.009146029129624367, 0.00015388763858936727, -0.0003573514404706657, -0.006967124529182911, -0.006275287829339504, -0.0024268615525215864, 0.00709772203117609, -0.00752928014844656, 0.00770959397777915, -0.00047381874173879623, 0.0011129849590361118, 0.009473009034991264, 0.004747926257550716, -0.003569797845557332, 0.003731141798198223, 0.0035267339553683996, 0.006349579431116581, 5.990409408695996e-05, -0.004414001479744911, 0.0013292905641719699, -0.0053761494345963, 0.001417710562236607, 0.004933782387524843, 0.005155378486961126, 0.009182951413094997, -0.007552402559667826, -0.0053916447795927525, 0.006473972927778959, 0.0013520761858671904, -0.006636110600084066, 0.0008989574271254241, 0.0026989963371306658, -0.002517065731808543, -0.004938281141221523, 0.00502013461664319, 0.009628977626562119, -0.00737010408192873, -0.00013714922533836216, -0.002561595756560564, -0.006337638013064861, -0.0013968867715448141, -0.005233881063759327, 0.009047795087099075, -0.005796924699097872, 0.003673030762001872]"
exciting,"[-0.0002235238061985001, 0.0042265672236680984, 0.0021485809702426195, 0.010051785968244076, 0.000628397858235985, -0.005477496422827244, -0.0011856326600536704, 0.0020838810596615076, -0.003375839442014694, -0.00788175594061613, -0.005601964890956879, -0.006778771989047527, 0.006396160926669836, 0.003943083342164755, 0.008244097232818604, 0.00650015426799655, -0.0061261290684342384, 0.0027321847155690193, 0.00847267359495163, 0.0015644869999960065, 0.003077790141105652, 0.005835419055074453, -0.008861839771270752, 0.0091343242675066, 0.006794151850044727, 0.008530519902706146, -0.008249000646173954, 0.006220600567758083, 0.00660447683185339, -0.0013477463508024812, -0.006315342616289854, 0.005315073765814304, -0.006881217937916517, -0.005355575121939182, 0.003502922598272562, 0.008112022653222084, 0.00871311780065298, -0.0043998644687235355, -0.00923741701990366, 0.009648841805756092, 0.006347792223095894, -0.004000138957053423, -0.008497883565723896, -0.0046824743039906025, -0.0039364066906273365, -0.003320801304653287, 0.0007797780563123524, -0.00032948743319138885, -0.003091829363256693, -0.006003876216709614, 0.009453239850699902, -0.004746782593429089, -0.007232142146676779, 0.0076722996309399605, 0.002479136222973466, 0.008681767620146275, -0.004478635732084513, -0.0068937186151742935, 0.0009776318911463022, -0.0011680873576551676, -0.009399622678756714, -0.0016025268705561757, 0.0030598160810768604, 0.006579520646482706, 0.006848156452178955, 0.0032466347329318523, -0.004464282654225826, -0.001815095660276711, -0.003929234109818935, 0.0057684797793626785, -0.006353798322379589, 0.002118398668244481, -0.0013555277837440372, -0.005815824959427118, -0.007222378626465797, 0.005912811495363712, -0.008340248838067055, -0.0006705672712996602, 0.0028341689612716436, 0.007740003988146782, -0.007362417411059141, 0.003318387782201171, 0.009805548936128616, -0.006988130044192076, -0.00357081089168787, 0.005163827445358038, 0.005269769579172134, 0.001633697422221303, 0.008005611598491669, 0.0008657361031509936, 0.0018791474867612123, -0.0016115185571834445, -0.008202362805604935, 0.0032708256039768457, 0.00199364242143929, -0.00875556468963623, -0.0006562924245372415, 6.701581878587604e-05, -1.7768334146239795e-05, 0.008708507753908634]"
